date,rows
2018-04-17,29497
2018-04-18,21172
2018-04-19,20005
2018-04-20,20882
2018-04-21,17819
2018-04-22,13005
2018-04-23,6574
2018-04-24,10796
2018-04-25,18220
2018-04-26,13751
2018-04-27,19011
2018-04-28,16485
2018-04-29,15911
2018-04-30,7410
2018-05-01,166427
2018-05-02,18068
2018-05-03,75021
2018-05-04,38280
2018-05-05,28766
2018-05-06,27885
2018-05-07,6955
2018-05-08,28071
2018-05-09,24593
2018-05-10,24776
2018-05-11,17855
2018-05-12,32204
2018-05-13,28343
2018-05-14,11498
2018-05-15,13538
2018-05-16,21739
2018-05-17,31564
2018-05-18,22048
2018-05-19,25624
2018-05-20,16715
2018-05-21,9005
2018-05-22,21595
2018-05-23,19102
2018-05-24,20098
2018-05-25,18698
2018-05-26,18297
2018-05-27,9370
2018-05-28,4354
2018-05-29,13117
2018-05-30,13348
2018-05-31,16323
2018-06-01,87968
2018-06-02,37549
2018-06-03,29594
2018-06-04,19464
2018-06-05,21950
2018-06-06,60511
2018-06-07,23631
2018-06-08,26254
2018-06-09,22224
2018-06-10,16929
2018-06-11,8425
2018-06-12,14604
2018-06-13,19728
2018-06-14,21982
2018-06-15,22215
2018-06-16,22225
2018-06-17,14854
2018-06-18,8581
2018-06-19,14965
2018-06-20,19481
2018-06-21,18168
2018-06-22,19504
2018-06-23,18021
2018-06-24,9571
2018-06-25,6883
2018-06-26,13634
2018-06-27,13871
2018-06-28,13870
2018-06-29,13070
2018-06-30,16186
2018-07-01,40233
2018-07-02,126326
2018-07-03,22961
2018-07-04,69756
2018-07-05,70560
2018-07-06,28371
2018-07-07,25058
2018-07-08,17252
2018-07-09,11473
2018-07-10,20016
2018-07-11,23054
2018-07-12,26192
2018-07-13,22685
2018-07-14,26300
2018-07-15,21051
2018-07-16,12112
2018-07-17,19456
2018-07-18,22708
2018-07-19,23574
2018-07-20,22011
2018-07-21,22119
2018-07-22,12633
2018-07-23,22073
2018-07-24,13989
2018-07-25,19854
2018-07-26,18393
2018-07-27,17946
2018-07-28,22288
2018-07-29,14935
2018-07-30,13163
2018-07-31,14677
2018-08-01,91107
2018-08-02,35716
2018-08-03,20825
2018-08-04,46364
2018-08-05,35526
2018-08-06,16349
2018-08-07,25450
2018-08-08,23699
2018-08-09,24754
2018-08-10,23828
2018-08-11,25890
2018-08-12,25154
2018-08-13,11985
2018-08-14,22890
2018-08-15,24039
2018-08-16,24380
2018-08-17,28922
2018-08-18,22706
2018-08-19,25203
2018-08-20,11354
2018-08-21,34073
2018-08-22,24041
2018-08-23,23207
2018-08-24,22096
2018-08-25,12424
2018-08-26,28099
2018-08-27,16577
2018-08-28,18074
2018-08-29,16773
2018-08-30,19671
2018-08-31,18255
2018-09-01,76208
2018-09-02,31072
2018-09-03,14786
2018-09-04,12722
2018-09-05,15560
2018-09-06,22469
2018-09-07,45515
2018-09-08,35706
2018-09-09,24345
2018-09-10,10582
2018-09-11,25317
2018-09-12,11059
2018-09-13,34055
2018-09-14,23218
2018-09-15,26208
2018-09-16,29091
2018-09-17,13059
2018-09-18,24893
2018-09-19,27378
2018-09-20,21853
2018-09-21,29071
2018-09-22,26783
2018-09-23,18138
2018-09-24,24232
2018-09-25,28314
2018-09-26,18457
2018-09-27,19888
2018-09-28,20471
2018-09-29,21253
2018-09-30,18475
2018-10-01,63035
2018-10-02,75045
2018-10-03,31577
2018-10-04,26719
2018-10-05,29530
2018-10-06,29386
2018-10-07,24078
2018-10-08,11829
2018-10-09,23277
2018-10-10,23121
2018-10-11,26577
2018-10-12,27268
2018-10-13,33261
2018-10-14,22918
2018-10-15,11842
2018-10-16,23233
2018-10-17,25173
2018-10-18,26968
2018-10-19,28067
2018-10-20,26772
2018-10-21,22214
2018-10-22,16195
2018-10-23,23944
2018-10-24,18865
2018-10-25,29146
2018-10-26,27182
2018-10-27,28658
2018-10-28,21950
2018-10-29,12416
2018-10-30,21617
2018-10-31,25462
2018-11-01,63441
2018-11-02,57524
2018-11-03,36046
2018-11-04,17917
2018-11-05,15644
2018-11-06,24182
2018-11-07,22387
2018-11-08,23345
2018-11-09,24280
2018-11-10,26492
2018-11-11,18080
2018-11-12,16145
2018-11-13,12989
2018-11-14,30782
2018-11-15,25931
2018-11-16,23404
2018-11-17,25697
2018-11-18,22245
2018-11-19,11405
2018-11-20,16488
2018-11-21,18153
2018-11-22,20301
2018-11-23,10898
2018-11-24,14433
2018-11-25,28647
2018-11-26,10462
2018-11-27,12930
2018-11-28,22869
2018-11-29,19997
2018-11-30,18064
2018-12-01,66619
2018-12-02,19697
2018-12-03,31340
2018-12-04,14038
2018-12-05,43389
2018-12-06,41511
2018-12-07,32840
2018-12-08,32398
2018-12-09,30349
2018-12-10,12558
2018-12-11,25944
2018-12-12,43659
2018-12-13,28693
2018-12-14,23314
2018-12-15,23197
2018-12-16,24736
2018-12-17,7230
2018-12-18,29154
2018-12-19,20210
2018-12-20,18552
2018-12-21,17262
2018-12-22,21053
2018-12-23,29264
2018-12-24,8791
2018-12-25,7835
2018-12-26,6159
2018-12-27,14294
2018-12-28,20650
2018-12-29,23896
2018-12-30,22671
2018-12-31,12968
2019-01-01,60675
2019-01-02,24293
2019-01-03,16251
2019-01-04,46710
2019-01-05,32088
2019-01-06,17674
2019-01-07,28201
2019-01-08,22625
2019-01-09,16341
2019-01-10,20615
2019-01-11,28117
2019-01-12,25760
2019-01-13,29833
2019-01-14,10204
2019-01-15,25572
2019-01-16,20204
2019-01-17,20825
2019-01-18,16096
2019-01-19,18236
2019-01-20,12789
2019-01-21,8430
2019-01-22,10630
2019-01-23,14733
2019-01-24,14336
2019-01-25,15791
2019-01-26,14061
2019-01-27,17263
2019-01-28,8247
2019-01-29,11405
2019-01-30,20643
2019-01-31,17321
2019-02-01,72473
2019-02-02,87185
2019-02-03,53201
2019-02-04,13216
2019-02-05,25199
2019-02-06,25726
2019-02-07,25045
2019-02-08,26601
2019-02-09,29709
2019-02-10,27423
2019-02-11,9017
2019-02-12,26490
2019-02-13,22910
2019-02-14,22147
2019-02-15,23467
2019-02-16,27487
2019-02-17,33961
2019-02-18,12833
2019-02-19,12436
2019-02-20,10031
2019-02-21,4504
2019-02-22,7065
2019-02-23,3245
2019-02-24,2791
2019-02-25,1919
2019-02-26,2084
2019-02-27,4013
2019-02-28,5844
2019-03-01,4122
2019-03-02,2891
2019-03-03,1581
2019-03-04,3083
2019-03-05,5282
2019-03-06,3868
2019-03-07,6819
2019-03-08,3255
2019-03-09,3908
2019-03-10,2085
2019-03-11,1851
2019-03-12,4822
2019-03-13,6425
2019-03-14,4134
2019-03-15,4817
2019-03-16,2517
2019-03-17,2069
2019-03-18,773
2019-03-19,2309
2019-03-20,3775
2019-03-21,4827
2019-03-22,4624
2019-03-23,3964
2019-03-24,2156
2019-03-25,1283
2019-03-26,3086
2019-03-27,5827
2019-03-28,6978
2019-03-29,3831
2019-03-30,4145
2019-03-31,2498
2019-04-01,1304
2019-04-02,2556
2019-04-03,3655
2019-04-04,4182
2019-04-05,5753
2019-04-06,3353
2019-04-07,1684
2019-04-08,1887
2019-04-09,2763
2019-04-10,4203
2019-04-11,5087
2019-04-12,3888
2019-04-13,3929
2019-04-14,1958
2019-04-15,1508
2019-04-16,2663
2019-04-17,3558
2019-04-18,4091
2019-04-19,4198
2019-04-20,2807
2019-04-21,1612
2019-04-22,3685
2019-04-23,2875
2019-04-24,3644
2019-04-25,4192
2019-04-26,6378
2019-04-27,3200
2019-04-28,2174
2019-04-29,1538
2019-04-30,6152
2019-05-01,7228
2019-05-02,6028
2019-05-03,3401
2019-05-04,3490
2019-05-05,1673
2019-05-06,2559
2019-05-07,2837
2019-05-08,3522
2019-05-09,3617
2019-05-10,4460
2019-05-11,2828
2019-05-12,2041
2019-05-13,2734
2019-05-14,4795
2019-05-15,3489
2019-05-16,5282
2019-05-17,4963
2019-05-18,3829
2019-05-19,1696
2019-05-20,1083
2019-05-21,4375
2019-05-22,4684
2019-05-23,4188
2019-05-24,5254
2019-05-25,3640
2019-05-26,2162
2019-05-27,593
2019-05-28,1306
2019-05-29,5474
2019-05-30,4996
2019-05-31,4479
2019-06-01,5076
2019-06-02,1521
2019-06-03,1831
2019-06-04,4083
2019-06-05,4734
2019-06-06,6004
2019-06-07,3666
2019-06-08,2984
2019-06-09,1078
2019-06-10,6834
2019-06-11,3926
2019-06-12,5498
2019-06-13,3512
2019-06-14,5395
2019-06-15,3537
2019-06-16,2584
2019-06-17,3378
2019-06-18,4729
2019-06-19,5063
2019-06-20,4518
2019-06-21,4969
2019-06-22,4571
2019-06-23,1774
2019-06-24,828
2019-06-25,3484
2019-06-26,5921
2019-06-27,4185
2019-06-28,5309
2019-06-29,4840
2019-06-30,2856
2019-07-01,2225
2019-07-02,4477
2019-07-03,5068
2019-07-04,3828
2019-07-05,3365
2019-07-06,2898
2019-07-07,1372
2019-07-08,1767
2019-07-09,2571
2019-07-10,4277
2019-07-11,4289
2019-07-12,3899
2019-07-13,3223
2019-07-14,2557
2019-07-15,1940
2019-07-16,4100
2019-07-17,4416
2019-07-18,4837
2019-07-19,5717
2019-07-20,3717
2019-07-21,1931
2019-07-22,2000
2019-07-23,5110
2019-07-24,4805
2019-07-25,3947
2019-07-26,5618
2019-07-27,3439
2019-07-28,1796
2019-07-29,3274
2019-07-30,3583
2019-07-31,5899
2019-08-01,4839
2019-08-02,2883
2019-08-03,2998
2019-08-04,1214
2019-08-05,4117
2019-08-06,2441
2019-08-07,7004
2019-08-08,4519
2019-08-09,3571
2019-08-10,4040
2019-08-11,2033
2019-08-12,1881
2019-08-13,3284
2019-08-14,8014
2019-08-15,4347
2019-08-16,6194
2019-08-17,3556
2019-08-18,421
2019-08-19,2740
2019-08-20,3962
2019-08-21,7017
2019-08-22,5822
2019-08-23,4947
2019-08-24,4775
2019-08-25,1743
2019-08-26,3422
2019-08-27,4554
2019-08-28,5612
2019-08-29,6396
2019-08-30,5294
2019-08-31,4270
2019-09-01,1741
2019-09-02,668
2019-09-03,2935
2019-09-04,5595
2019-09-05,3997
2019-09-06,5241
2019-09-07,3771
2019-09-08,2177
2019-09-09,712
2019-09-10,4322
2019-09-11,6556
2019-09-12,4372
2019-09-13,4479
2019-09-14,3667
2019-09-15,3325
2019-09-16,1541
2019-09-17,2429
2019-09-18,4354
2019-09-19,6394
2019-09-20,5321
2019-09-21,4487
2019-09-22,5677
2019-09-23,1597
2019-09-24,4754
2019-09-25,4425
2019-09-26,4741
2019-09-27,4548
2019-09-28,4220
2019-09-29,2513
2019-09-30,2888
2019-10-01,6291
2019-10-02,3538
2019-10-03,6141
2019-10-04,4968
2019-10-05,3228
2019-10-06,2176
2019-10-07,3693
2019-10-08,3151
2019-10-09,11702
2019-10-10,5291
2019-10-11,4409
2019-10-12,3928
2019-10-13,2009
2019-10-14,883
2019-10-15,4022
2019-10-16,5394
2019-10-17,4149
2019-10-18,4258
2019-10-19,3697
2019-10-20,2303
2019-10-21,1040
2019-10-22,2355
2019-10-23,6666
2019-10-24,4360
2019-10-25,4122
2019-10-26,3516
2019-10-27,1944
2019-10-28,1533
2019-10-29,2106
2019-10-30,4962
2019-10-31,4445
2019-11-01,4534
2019-11-02,3701
2019-11-03,2543
2019-11-04,2332
2019-11-05,2145
2019-11-06,6717
2019-11-07,6258
2019-11-08,5023
2019-11-09,3422
2019-11-10,2810
2019-11-11,2706
2019-11-12,3448
2019-11-13,4841
2019-11-14,3946
2019-11-15,3852
2019-11-16,4389
2019-11-17,1855
2019-11-18,2892
2019-11-19,3836
2019-11-20,4284
2019-11-21,4238
2019-11-22,4693
2019-11-23,4246
2019-11-24,2083
2019-11-25,2155
2019-11-26,3754
2019-11-27,6154
2019-11-28,4392
2019-11-29,2405
2019-11-30,2137
2019-12-01,1570
2019-12-02,2576
2019-12-03,6053
2019-12-04,3667
2019-12-05,6085
2019-12-06,3924
2019-12-07,4035
2019-12-08,2350
2019-12-09,2889
2019-12-10,3149
2019-12-11,4446
2019-12-12,6076
2019-12-13,3953
2019-12-14,3928
2019-12-15,1865
2019-12-16,2574
2019-12-17,3723
2019-12-18,4802
2019-12-19,4412
2019-12-20,3671
2019-12-21,3679
2019-12-22,2489
2019-12-23,1326
2019-12-24,2888
2019-12-25,1845
2019-12-26,1416
2019-12-27,6586
2019-12-28,6501
2019-12-29,2612
2019-12-30,3667
2019-12-31,4280
2020-01-01,3840
2020-01-02,3633
2020-01-03,3068
2020-01-04,3014
2020-01-05,2148
2020-01-06,2674
2020-01-07,2652
2020-01-08,4839
2020-01-09,3861
2020-01-10,3280
2020-01-11,3259
2020-01-12,1848
2020-01-13,858
2020-01-14,3681
2020-01-15,9246
2020-01-16,4771
2020-01-17,3727
2020-01-18,3181
2020-01-19,1674
2020-01-20,1490
2020-01-21,2606
2020-01-22,4900
2020-01-23,5223
2020-01-24,3906
2020-01-25,2763
2020-01-26,2229
2020-01-27,1287
2020-01-28,4322
2020-01-29,5185
2020-01-30,4375
2020-01-31,3595
2020-02-01,3043
2020-02-02,1438
2020-02-03,4004
2020-02-04,5739
2020-02-05,3972
2020-02-06,4473
2020-02-07,5013
2020-02-08,3096
2020-02-09,1372
2020-02-10,1196
2020-02-11,2574
2020-02-12,5211
2020-02-13,3505
2020-02-14,4910
2020-02-15,2781
2020-02-16,2286
2020-02-17,625
2020-02-18,4422
2020-02-19,6453
2020-02-20,3951
2020-02-21,4496
2020-02-22,3731
2020-02-23,2337
2020-02-24,2094
2020-02-25,3971
2020-02-26,4890
2020-02-27,5271
2020-02-28,5619
2020-02-29,3955
2020-03-01,1382
2020-03-02,2199
2020-03-03,4528
2020-03-04,5315
2020-03-05,7401
2020-03-06,4907
2020-03-07,3528
2020-03-08,1825
2020-03-09,3176
2020-03-10,3967
2020-03-11,6665
2020-03-12,3859
2020-03-13,6122
2020-03-14,5359
2020-03-15,1820
2020-03-16,2328
2020-03-17,3881
2020-03-18,7211
2020-03-19,7032
2020-03-20,4320
2020-03-21,2743
2020-03-22,1832
2020-03-23,874
2020-03-24,2890
2020-03-25,4184
2020-03-26,4921
2020-03-27,3878
2020-03-28,1531
2020-03-29,1488
2020-03-30,986
2020-03-31,2391
2020-04-01,2937
2020-04-02,2805
2020-04-03,2284
2020-04-04,1072
2020-04-05,604
2020-04-06,785
2020-04-07,1620
2020-04-08,1462
2020-04-09,1193
2020-04-10,1272
2020-04-11,956
2020-04-12,627
2020-04-13,5490
2020-04-14,1098
2020-04-15,2031
2020-04-16,5512
2020-04-17,1214
2020-04-18,1222
2020-04-19,894
2020-04-20,8505
2020-04-21,15786
2020-04-22,24061
2020-04-23,28331
2020-04-24,17136
2020-04-25,2086
2020-04-26,3949
2020-04-27,14575
2020-04-28,16244
2020-04-29,16748
2020-04-30,6731
2020-05-01,6780
2020-05-02,3941
2020-05-03,2085
2020-05-04,1990
2020-05-05,3045
2020-05-06,4122
2020-05-07,4994
2020-05-08,8451
2020-05-09,3831
2020-05-10,2100
2020-05-11,2997
2020-05-12,3697
2020-05-13,4841
2020-05-14,6980
2020-05-15,7478
2020-05-16,3867
2020-05-17,3127
2020-05-18,5794
2020-05-19,3623
2020-05-20,8408
2020-05-21,6621
2020-05-22,4967
2020-05-23,5517
2020-05-24,2714
2020-05-25,1610
2020-05-26,2357
2020-05-27,5466
2020-05-28,6844
2020-05-29,8301
2020-05-30,4775
2020-05-31,5266
2020-06-01,3873
2020-06-02,5532
2020-06-03,7441
2020-06-04,7397
2020-06-05,7163
2020-06-06,4525
2020-06-07,2304
2020-06-08,6626
2020-06-09,9141
2020-06-10,11550
2020-06-11,9017
2020-06-12,11815
2020-06-13,5340
2020-06-14,2906
2020-06-15,3238
2020-06-16,8197
2020-06-17,12146
2020-06-18,11665
2020-06-19,6554
2020-06-20,5231
2020-06-21,4253
2020-06-22,7215
2020-06-23,9044
2020-06-24,11444
2020-06-25,10504
2020-06-26,7548
2020-06-27,6840
2020-06-28,4073
2020-06-29,3631
2020-06-30,9569
2020-07-01,10431
2020-07-02,8691
2020-07-03,6300
2020-07-04,5061
2020-07-05,2320
2020-07-06,6753
2020-07-07,12152
2020-07-08,9170
2020-07-09,9962
2020-07-10,7692
2020-07-11,6241
2020-07-12,4059
2020-07-13,2405
2020-07-14,7543
2020-07-15,7378
2020-07-16,8272
2020-07-17,7797
2020-07-18,7490
2020-07-19,4570
2020-07-20,2372
2020-07-21,5684
2020-07-22,8658
2020-07-23,8269
2020-07-24,8283
2020-07-25,7416
2020-07-26,4911
2020-07-27,2629
2020-07-28,6439
2020-07-29,8470
2020-07-30,13778
2020-07-31,9487
2020-08-01,8189
2020-08-02,4724
2020-08-03,3550
2020-08-04,5247
2020-08-05,8044
2020-08-06,7208
2020-08-07,8212
2020-08-08,9379
2020-08-09,4495
2020-08-10,3090
2020-08-11,6230
2020-08-12,7562
2020-08-13,17760
2020-08-14,9873
2020-08-15,8367
2020-08-16,4369
2020-08-17,3697
2020-08-18,8784
2020-08-19,8852
2020-08-20,9199
2020-08-21,10012
2020-08-22,7849
2020-08-23,5083
2020-08-24,2645
2020-08-25,6904
2020-08-26,10592
2020-08-27,9952
2020-08-28,10967
2020-08-29,8805
2020-08-30,5353
2020-08-31,2791
2020-09-01,8045
2020-09-02,11076
2020-09-03,8308
2020-09-04,12351
2020-09-05,7468
2020-09-06,5094
2020-09-07,1863
2020-09-08,3938
2020-09-09,7704
2020-09-10,9572
2020-09-11,10692
2020-09-12,8489
2020-09-13,4809
2020-09-14,3780
2020-09-15,7526
2020-09-16,10143
2020-09-17,11894
2020-09-18,9507
2020-09-19,6687
2020-09-20,7200
2020-09-21,2860
2020-09-22,7530
2020-09-23,11756
2020-09-24,13565
2020-09-25,8189
2020-09-26,10527
2020-09-27,5180
2020-09-28,3279
2020-09-29,6758
2020-09-30,10771
2020-10-01,10394
2020-10-02,11759
2020-10-03,7079
2020-10-04,4667
2020-10-05,4139
2020-10-06,6422
2020-10-07,10365
2020-10-08,8265
2020-10-09,8435
2020-10-10,8231
2020-10-11,4165
2020-10-12,3063
2020-10-13,7208
2020-10-14,9564
2020-10-15,8521
2020-10-16,8804
2020-10-17,7114
2020-10-18,5499
2020-10-19,2644
2020-10-20,7074
2020-10-21,8895
2020-10-22,8847
2020-10-23,9255
2020-10-24,8428
2020-10-25,3493
2020-10-26,3478
2020-10-27,7630
2020-10-28,8632
2020-10-29,11110
2020-10-30,9494
2020-10-31,7709
2020-11-01,6168
2020-11-02,4392
2020-11-03,8591
2020-11-04,9520
2020-11-05,8685
2020-11-06,9951
2020-11-07,6370
2020-11-08,1167
2020-11-09,6598
2020-11-10,5770
2020-11-11,7383
2020-11-12,11702
2020-11-13,8884
2020-11-14,8598
2020-11-15,4695
2020-11-16,4264
2020-11-17,7183
2020-11-18,8282
2020-11-19,8191
2020-11-20,9642
2020-11-21,7002
2020-11-22,5865
2020-11-23,2543
2020-11-24,6669
2020-11-25,8684
2020-11-26,7737
2020-11-27,3645
2020-11-28,4315
2020-11-29,4917
2020-11-30,4295
2020-12-01,7490
2020-12-02,9189
2020-12-03,12002
2020-12-04,7285
2020-12-05,6308
2020-12-06,4835
2020-12-07,3124
2020-12-08,8078
2020-12-09,7505
2020-12-10,9134
2020-12-11,8667
2020-12-12,9199
2020-12-13,5679
2020-12-14,2752
2020-12-15,5669
2020-12-16,9647
2020-12-17,9118
2020-12-18,8382
2020-12-19,6988
2020-12-20,582
2020-12-21,8177
2020-12-22,7332
2020-12-23,8723
2020-12-24,8297
2020-12-25,6129
2020-12-26,1833
2020-12-27,2218
2020-12-28,2736
2020-12-29,5069
2020-12-30,10743
2020-12-31,10396
2021-01-01,7386
2021-01-02,4628
2021-01-03,2967
2021-01-04,3322
2021-01-05,5319
2021-01-06,7122
2021-01-07,7504
2021-01-08,10548
2021-01-09,7110
2021-01-10,17519
2021-01-11,3480
2021-01-12,4035
2021-01-13,8362
2021-01-14,6638
2021-01-15,7622
2021-01-16,6448
2021-01-17,5025
2021-01-18,2012
2021-01-19,5135
2021-01-20,7141
2021-01-21,8612
2021-01-22,7422
2021-01-23,7153
2021-01-24,4565
2021-01-25,2873
2021-01-26,5038
2021-01-27,8180
2021-01-28,8453
2021-01-29,9142
2021-01-30,7531
2021-01-31,5768
2021-02-01,5232
2021-02-02,5737
2021-02-03,9010
2021-02-04,8618
2021-02-05,8095
2021-02-06,6352
2021-02-07,4006
2021-02-08,2845
2021-02-09,4359
2021-02-10,9179
2021-02-11,7463
2021-02-12,7559
2021-02-13,5707
2021-02-14,3110
2021-02-15,3613
2021-02-16,5274
2021-02-17,5686
2021-02-18,8146
2021-02-19,7312
2021-02-20,7258
2021-02-21,3799
2021-02-22,3186
2021-02-23,5418
2021-02-24,11651
2021-02-25,7848
2021-02-26,11579
2021-02-27,7645
2021-02-28,5941
2021-03-01,5721
2021-03-02,6993
2021-03-03,8324
2021-03-04,10402
2021-03-05,7788
2021-03-06,6921
2021-03-07,5111
2021-03-08,3318
2021-03-09,6384
2021-03-10,10208
2021-03-11,9036
2021-03-12,11727
2021-03-13,7732
2021-03-14,5141
2021-03-15,3469
2021-03-16,17475
2021-03-17,9525
2021-03-18,8384
2021-03-19,8613
2021-03-20,8022
2021-03-21,5786
2021-03-22,3532
2021-03-23,8987
2021-03-24,8770
2021-03-25,9458
2021-03-26,9476
2021-03-27,8377
2021-03-28,7562
2021-03-29,4428
2021-03-30,11341
2021-03-31,19895
2021-04-01,12034
2021-04-02,10407
2021-04-03,9410
2021-04-04,4771
2021-04-05,2269
2021-04-06,6183
2021-04-07,8682
2021-04-08,9121
2021-04-09,189203
2021-04-10,8236
2021-04-11,5472
2021-04-12,4599
2021-04-13,6753
2021-04-14,29429
2021-04-15,14760
2021-04-16,13728
2021-04-17,13908
2021-04-18,10042
2021-04-19,4455
2021-04-20,11237
2021-04-21,13731
2021-04-22,13295
2021-04-23,13120
2021-04-24,13817
2021-04-25,9455
2021-04-26,5159
2021-04-27,10419
2021-04-28,14630
2021-04-29,12678
2021-04-30,14599
2021-05-01,13265
2021-05-02,11181
2021-05-03,5317
2021-05-04,9688
2021-05-05,13789
2021-05-06,13764
2021-05-07,13688
2021-05-08,11800
2021-05-09,8010
2021-05-10,4029
2021-05-11,9992
2021-05-12,12908
2021-05-13,13221
2021-05-14,12737
2021-05-15,10988
2021-05-16,7319
2021-05-17,5269
2021-05-18,8829
2021-05-19,19912
2021-05-20,11981
2021-05-21,14232
2021-05-22,12284
2021-05-23,6941
2021-05-24,6321
2021-05-25,10256
2021-05-26,17320
2021-05-27,31307
2021-05-28,24563
2021-05-29,3507
2021-05-30,16427
2021-05-31,4350
2021-06-01,8200
2021-06-02,12668
2021-06-03,12982
2021-06-04,12618
2021-06-05,12182
2021-06-06,7043
2021-06-07,4871
2021-06-08,9301
2021-06-09,13360
2021-06-10,13504
2021-06-11,13929
2021-06-12,10542
2021-06-13,8169
2021-06-14,3417
2021-06-15,10320
2021-06-16,11758
2021-06-17,13495
2021-06-18,11242
2021-06-19,11924
2021-06-20,7274
2021-06-21,6956
2021-06-22,10213
2021-06-23,14487
2021-06-24,17713
2021-06-25,27280
2021-06-26,13375
2021-06-27,9105
2021-06-28,5367
2021-06-29,10751
2021-06-30,15368
2021-07-01,15988
2021-07-02,16146
2021-07-03,12675
2021-07-04,8330
2021-07-05,3158
2021-07-06,8043
2021-07-07,12200
2021-07-08,11454
2021-07-09,11913
2021-07-10,11672
2021-07-11,6944
2021-07-12,4017
2021-07-13,6881
2021-07-14,18700
2021-07-15,14157
2021-07-16,11501
2021-07-18,17519
2021-07-19,6107
2021-07-20,8470
2021-07-21,11765
2021-07-22,12999
2021-07-23,12344
2021-07-24,12651
2021-07-25,7652
2021-07-26,4430
2021-07-27,5957
2021-07-28,14785
2021-07-29,12990
2021-07-30,12426
2021-07-31,10625
2021-08-01,8830
2021-08-02,4696
2021-08-03,9541
2021-08-04,11075
2021-08-05,11440
2021-08-06,10076
2021-08-07,10071
2021-08-08,1086
2021-08-09,9274
2021-08-10,7565
2021-08-11,10891
2021-08-12,11633
2021-08-13,12261
2021-08-14,11101
2021-08-15,6346
2021-08-16,3717
2021-08-17,7203
2021-08-18,10744
2021-08-19,12627
2021-08-20,10631
2021-08-21,9523
2021-08-22,6634
2021-08-23,4650
2021-08-24,7806
2021-08-25,10556
2021-08-26,10170
2021-08-27,15424
2021-08-28,11347
2021-08-29,6828
2021-08-30,3323
2021-08-31,8864
2021-09-01,12367
2021-09-02,11685
2021-09-03,11601
2021-09-04,9720
2021-09-05,6550
2021-09-06,2753
2021-09-07,3928
2021-09-08,8424
2021-09-09,11726
2021-09-10,10267
2021-09-11,9038
2021-09-12,6239
2021-09-13,5037
2021-09-14,8789
2021-09-15,11215
2021-09-16,10260
2021-09-17,5940
2021-09-18,6842
2021-09-19,6839
2021-09-20,15568
2021-09-21,8079
2021-09-22,12439
2021-09-23,11205
2021-09-24,10002
2021-09-25,10764
2021-09-26,6701
2021-09-27,3162
2021-09-28,7886
2021-09-29,11400
2021-09-30,11358
2021-10-01,12499
2021-10-02,9471
2021-10-03,9924
2021-10-04,2866
2021-10-05,7520
2021-10-06,11446
2021-10-07,11525
2021-10-08,10474
2021-10-09,11260
2021-10-10,7198
2021-10-11,3727
2021-10-12,7976
2021-10-13,10888
2021-10-14,11760
2021-10-15,12069
2021-10-16,10961
2021-10-17,6860
2021-10-18,3553
2021-10-19,9086
2021-10-20,10909
2021-10-21,14467
2021-10-22,11286
2021-10-23,11882
2021-10-24,7237
2021-10-25,6413
2021-10-26,9974
2021-10-27,10953
2021-10-28,12864
2021-10-29,8670
2021-10-30,8830
2021-10-31,6444
2021-11-01,12297
